Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity,inventory_status,inventory_turnover,lead_time_category,cost_per_unit,warehouse_utilization,warehouse_risk,backorder_flag
2022-05-24,West,Furniture,Supplier B,Warehouse 2,Fulfilled,68,687,1992.123781,True,16,False,2633.11244,770.0,5624,Understock,0.08831168831168831,Slow,29.29593795588235,0.13691322901849218,Under Utilized,0
2022-05-25,East,Electronics,Supplier D,Warehouse 3,Fulfilled,647,853,9007.847725,True,24,False,120622.8381,2008.5,5738,Understock,0.3221309434901668,Slow,13.922484891808345,0.35003485535029627,Under Utilized,0
2022-05-26,North,Furniture,Supplier C,Warehouse 3,Fulfilled,713,3164,5377.013037,True,29,True,32620.40795,1985.0,5810,Overstock,0.35919395465994963,Slow,7.541392758765778,0.34165232358003444,Under Utilized,1
2022-05-27,South,Clothing,Supplier D,Warehouse 3,Fulfilled,761,806,2490.89894,True,27,False,63557.13947,2198.5,9043,Understock,0.34614509893108936,Slow,3.273191773981603,0.24311622249253567,Under Utilized,0
2022-05-28,West,Electronics,Supplier C,Warehouse 3,Fulfilled,93,3591,13367.90452,True,8,False,2108.906631,4132.0,6217,Understock,0.02250726040658277,Medium,143.7409088172043,0.6646292423998713,Optimal,0
2022-05-29,North,Electronics,Supplier B,Warehouse 1,Fulfilled,631,4673,4406.559395,True,6,False,80517.65068,4105.5,6263,Overstock,0.15369626111314091,Fast,6.983453874801902,0.6555165256266965,Optimal,0
2022-05-30,East,Accessories,Supplier B,Warehouse 2,Fulfilled,439,3538,12061.38368,False,4,False,83905.3215,3394.5,8216,Overstock,0.12932685226101046,Fast,27.474678086560367,0.4131572541382668,Optimal,0
2022-05-31,North,Electronics,Supplier B,Warehouse 1,Fulfilled,798,3251,11161.14264,False,27,True,97473.67148,4067.5,9768,Understock,0.19618930547019053,Slow,13.986394285714285,0.4164107289107289,Optimal,1
2022-06-01,North,Electronics,Supplier B,Warehouse 2,Fulfilled,139,4884,11736.46285,True,16,False,20426.19627,4391.5,7425,Overstock,0.031652055106455655,Slow,84.4349845323741,0.5914478114478114,Optimal,0
2022-06-02,West,Clothing,Supplier D,Warehouse 1,Fulfilled,648,3899,13345.87066,True,9,False,63946.17529,4010.5,5152,Understock,0.16157586335868346,Medium,20.595479413580247,0.7784355590062112,Optimal,0
2022-06-03,North,Clothing,Supplier B,Warehouse 1,Pending,907,4122,5009.601553,True,19,False,140350.6759,2648.0,8546,Overstock,0.3425226586102719,Slow,5.523265218302095,0.3098525626023871,Under Utilized,0
2022-06-04,West,Accessories,Supplier C,Warehouse 1,Fulfilled,491,1174,2321.426391,True,4,False,29506.49691,1940.5,9278,Understock,0.2530275702138624,Fast,4.7279559898167,0.20915067902565207,Under Utilized,0
2022-06-05,South,Clothing,Supplier A,Warehouse 1,Fulfilled,432,2707,3248.026127,True,19,False,14359.28525,3122.5,6950,Understock,0.13835068054443556,Slow,7.518578997685186,0.44928057553956835,Optimal,0
2022-06-06,South,Clothing,Supplier B,Warehouse 1,Fulfilled,306,3538,3475.691266,True,19,False,46202.24027,2282.0,6446,Overstock,0.13409290096406662,Slow,11.358468189542483,0.3540179956562209,Under Utilized,0
2022-06-07,North,Accessories,Supplier B,Warehouse 2,Fulfilled,302,1026,3520.02629,True,24,False,19978.29312,2218.0,6862,Understock,0.13615870153291254,Slow,11.65571619205298,0.3232293791897406,Under Utilized,0
2022-06-08,South,Clothing,Supplier B,Warehouse 1,Fulfilled,504,3410,11347.53218,True,6,False,51972.51429,2250.0,5439,Overstock,0.224,Fast,22.5149448015873,0.4136789851075565,Optimal,0
2022-06-09,North,Electronics,Supplier A,Warehouse 1,Pending,304,1090,4839.102079,True,13,False,28705.25701,1809.5,9714,Understock,0.16800221055540204,Medium,15.918098944078949,0.18627753757463456,Under Utilized,0
2022-06-10,West,Furniture,Supplier C,Warehouse 2,Fulfilled,742,2529,6499.127015,True,7,False,24156.74656,1437.5,9970,Overstock,0.5161739130434783,Fast,8.758931287061994,0.1441825476429288,Under Utilized,0
2022-06-11,North,Electronics,Supplier D,Warehouse 3,Fulfilled,139,346,842.0835328,True,14,False,9261.161037,2130.5,7986,Understock,0.06524290072752875,Medium,6.058154912230216,0.2667793638868019,Under Utilized,0
2022-06-12,North,Clothing,Supplier B,Warehouse 3,Pending,579,3915,8079.287084,True,19,False,79478.19958,4291.0,6174,Understock,0.13493358191563737,Slow,13.953863702936095,0.6950113378684807,Optimal,0
2022-06-13,West,Electronics,Supplier D,Warehouse 1,Fulfilled,853,4667,10074.86954,True,12,False,81959.35208,4199.5,8543,Overstock,0.20311941897844982,Medium,11.811101453692848,0.4915720472901791,Optimal,0
2022-06-14,East,Electronics,Supplier A,Warehouse 1,Fulfilled,271,3732,14423.16205,False,25,False,40157.11879,2364.5,6536,Overstock,0.11461196870374286,Slow,53.22200018450185,0.361765605875153,Under Utilized,0
2022-06-15,North,Accessories,Supplier D,Warehouse 1,Fulfilled,317,997,8954.481424,True,13,False,35581.80662,1679.5,9193,Understock,0.18874665078892527,Medium,28.247575470031546,0.1826933536386381,Under Utilized,0
2022-06-16,South,Furniture,Supplier B,Warehouse 1,Fulfilled,157,2362,12046.1424,True,28,False,23776.70014,2354.0,9160,Overstock,0.06669498725573492,Slow,76.72702165605097,0.25698689956331877,Under Utilized,0
2022-06-17,West,Furniture,Supplier C,Warehouse 2,Fulfilled,115,2346,8457.307959,True,12,False,17096.58133,1640.5,9881,Overstock,0.07010057909174032,Medium,73.54180833913043,0.16602570590021254,Under Utilized,0
2022-06-18,North,Electronics,Supplier C,Warehouse 2,Fulfilled,252,935,6885.426234,True,22,True,42803.4859,733.5,8594,Overstock,0.34355828220858897,Slow,27.323119976190476,0.08535024435652781,Under Utilized,1
2022-06-19,East,Clothing,Supplier B,Warehouse 3,Fulfilled,327,532,13821.83592,True,28,False,49545.28919,1917.5,5596,Understock,0.17053455019556715,Slow,42.26861137614679,0.3426554681915654,Under Utilized,0
2022-06-20,North,Clothing,Supplier C,Warehouse 3,Fulfilled,719,3303,6932.863358,True,17,False,49924.96912,2288.0,8008,Overstock,0.3142482517482518,Slow,9.642369065368566,0.2857142857142857,Under Utilized,0
2022-06-21,East,Electronics,Supplier B,Warehouse 1,Fulfilled,591,1273,12811.13451,True,12,False,69365.44826,1145.5,7143,Overstock,0.5159319074639895,Medium,21.67704654822335,0.16036679266414672,Under Utilized,0
2022-06-22,North,Furniture,Supplier C,Warehouse 2,Pending,693,1018,8640.85648,True,23,False,36415.29707,2887.0,5982,Understock,0.2400415656390717,Slow,12.46876836940837,0.48261451019725843,Optimal,0
2022-06-23,East,Accessories,Supplier B,Warehouse 1,Fulfilled,538,4756,6922.789656,True,19,True,68865.402,4306.5,8406,Overstock,0.12492743527226285,Slow,12.867638765799256,0.5123126338329764,Optimal,1
2022-06-24,North,Accessories,Supplier D,Warehouse 1,Fulfilled,88,3857,2537.355895,False,24,False,9628.105405,2103.5,5766,Overstock,0.04183503684335631,Slow,28.833589715909092,0.3648109608047173,Under Utilized,0
2022-06-25,West,Accessories,Supplier B,Warehouse 2,Canceled,993,350,9689.434264,True,13,False,179787.4758,1432.5,7610,Understock,0.6931937172774869,Medium,9.757738433031218,0.18823915900131405,Under Utilized,0
2022-06-26,West,Electronics,Supplier C,Warehouse 1,Pending,991,2515,11045.39282,True,13,False,76652.64775,2763.0,9326,Understock,0.3586681143684401,Medium,11.14570415741675,0.29626849667595967,Under Utilized,0
2022-06-27,West,Accessories,Supplier B,Warehouse 2,Canceled,353,3011,9906.659514,False,18,False,30080.25179,2952.0,5130,Overstock,0.11957994579945799,Slow,28.06419125779037,0.5754385964912281,Optimal,0
2022-06-28,South,Electronics,Supplier D,Warehouse 2,Fulfilled,600,2893,6688.460397,True,19,False,54384.04364,1929.0,5570,Overstock,0.3110419906687403,Slow,11.147433995,0.3463195691202873,Under Utilized,0
2022-06-29,South,Clothing,Supplier C,Warehouse 1,Fulfilled,578,965,12581.27907,True,8,False,113898.1689,2102.5,5113,Understock,0.27491082045184306,Medium,21.766918806228375,0.41120672794836693,Optimal,0
2022-06-30,West,Electronics,Supplier C,Warehouse 3,Fulfilled,470,3240,4358.565364,True,7,False,48215.06833,3373.5,5411,Understock,0.13932117978360753,Fast,9.273543327659574,0.6234522269451118,Optimal,0
2022-07-01,South,Electronics,Supplier A,Warehouse 1,Fulfilled,309,3507,14881.56099,True,3,False,32337.44507,3168.0,7691,Overstock,0.09753787878787878,Fast,48.16039155339806,0.41191002470419974,Optimal,0
2022-07-02,North,Clothing,Supplier A,Warehouse 3,Fulfilled,80,2829,7871.15457,True,24,False,11500.03014,3014.0,6475,Understock,0.026542800265428004,Slow,98.389432125,0.4654826254826255,Optimal,0
2022-07-03,North,Electronics,Supplier A,Warehouse 2,Fulfilled,236,3199,11126.72307,True,27,True,17072.84179,1866.0,8962,Overstock,0.1264737406216506,Slow,47.14713165254237,0.20821245257754967,Under Utilized,1
2022-07-04,East,Accessories,Supplier C,Warehouse 2,Fulfilled,812,533,13434.85347,True,11,False,93491.38599,2578.5,9413,Understock,0.3149117704091526,Medium,16.54538604679803,0.27392967173058536,Under Utilized,0
2022-07-05,South,Clothing,Supplier B,Warehouse 3,Fulfilled,608,4624,9861.140155,True,10,True,40208.72368,2747.5,7649,Overstock,0.22129208371246586,Medium,16.218980518092103,0.35919728069028634,Under Utilized,1
2022-07-06,East,Furniture,Supplier A,Warehouse 2,Fulfilled,404,871,10507.48052,True,2,False,43353.22367,1484.0,8659,Understock,0.2722371967654987,Fast,26.00861514851485,0.1713823767178658,Under Utilized,0
2022-07-07,East,Furniture,Supplier A,Warehouse 3,Fulfilled,577,2097,3018.238736,True,18,False,55113.38748,3198.5,7782,Understock,0.18039706112240111,Slow,5.2309163535528596,0.41101259316371114,Optimal,0
2022-07-08,South,Furniture,Supplier B,Warehouse 3,Canceled,462,4300,2040.562773,True,3,False,23202.82983,2312.5,5251,Overstock,0.19978378378378378,Fast,4.416802538961039,0.44039230622738523,Optimal,0
2022-07-09,South,Accessories,Supplier A,Warehouse 2,Pending,557,325,1278.60764,True,18,False,87800.67427,2255.5,9644,Understock,0.24695189536688095,Slow,2.295525385996409,0.23387598506843632,Under Utilized,0
2022-07-10,East,Accessories,Supplier B,Warehouse 2,Pending,205,4186,14242.65894,True,15,False,30567.02409,3710.0,9438,Overstock,0.05525606469002695,Slow,69.47638507317073,0.39309175672812036,Under Utilized,0
2022-07-11,East,Clothing,Supplier C,Warehouse 3,Canceled,707,3234,8931.082245,False,25,False,132759.347,3668.0,9793,Understock,0.19274809160305342,Slow,12.63236526874116,0.3745532523230879,Under Utilized,0
2022-07-12,South,Electronics,Supplier A,Warehouse 2,Fulfilled,426,4102,10912.4752,True,20,False,61706.60047,4477.5,6665,Understock,0.09514237855946399,Slow,25.616138967136152,0.6717929482370593,Optimal,0
2022-07-13,West,Electronics,Supplier D,Warehouse 1,Fulfilled,895,4853,8123.669882,True,29,False,154443.3736,3142.5,6856,Overstock,0.284805091487669,Slow,9.076726125139665,0.4583576429404901,Optimal,0
2022-07-14,North,Furniture,Supplier B,Warehouse 3,Fulfilled,593,1432,10323.21864,True,1,False,84709.30642,1052.0,8111,Overstock,0.5636882129277566,Fast,17.40846313659359,0.12970040685488843,Under Utilized,0
2022-07-15,East,Furniture,Supplier A,Warehouse 3,Pending,332,672,9292.598696,True,19,False,24829.01874,1891.0,9641,Understock,0.17556848228450556,Slow,27.989755108433734,0.19614147909967847,Under Utilized,0
2022-07-16,East,Clothing,Supplier B,Warehouse 3,Fulfilled,860,3110,3294.020873,True,22,False,79918.40763,3703.0,7905,Understock,0.23224412638401296,Slow,3.8302568290697674,0.46843769765970905,Optimal,0
2022-07-17,West,Clothing,Supplier D,Warehouse 2,Canceled,684,4296,9424.045596,False,7,False,89680.87728,2919.5,6940,Overstock,0.23428669292687104,Fast,13.77784443859649,0.42067723342939484,Optimal,0
2022-07-18,South,Clothing,Supplier B,Warehouse 1,Fulfilled,805,1543,13781.05696,True,14,False,100013.6577,2662.0,9914,Understock,0.30240420736288504,Medium,17.119325416149067,0.2685091789388743,Under Utilized,0
2022-07-19,West,Furniture,Supplier D,Warehouse 2,Pending,995,3781,1371.574063,True,17,True,107431.7703,3450.0,8978,Overstock,0.28840579710144926,Slow,1.3784663949748743,0.3842726665181555,Under Utilized,1
2022-07-20,West,Furniture,Supplier D,Warehouse 1,Fulfilled,341,3119,7800.945914,True,28,False,10231.41895,3764.5,9822,Understock,0.09058307876211981,Slow,22.876674234604106,0.3832722459784158,Under Utilized,0
2022-07-21,North,Clothing,Supplier A,Warehouse 1,Canceled,969,4410,9665.775213,True,9,False,143976.6262,4704.5,5430,Understock,0.20597300457009246,Medium,9.975000219814243,0.866390423572744,Over Utilized,0
2022-07-22,North,Clothing,Supplier A,Warehouse 3,Pending,814,4999,12111.63898,True,6,False,60729.76443,4542.0,9766,Overstock,0.17921620431527963,Fast,14.879163366093366,0.4650829408150727,Optimal,0
2022-07-23,East,Accessories,Supplier D,Warehouse 1,Fulfilled,569,4085,4225.257128,True,28,True,52031.71925,3118.0,5790,Overstock,0.18248877485567672,Slow,7.425759451669596,0.5385146804835924,Optimal,1
2022-07-24,East,Clothing,Supplier C,Warehouse 2,Pending,340,2151,9626.643811,True,2,False,8255.134181,1632.0,7306,Overstock,0.20833333333333334,Fast,28.31365826764706,0.22337804544210238,Under Utilized,0
2022-07-25,North,Electronics,Supplier D,Warehouse 2,Fulfilled,238,1113,8353.155381,True,4,False,29308.51782,1891.0,7961,Understock,0.12585933368588048,Fast,35.09729151680673,0.23753297324456726,Under Utilized,0
2022-07-26,West,Accessories,Supplier B,Warehouse 1,Pending,506,2669,13637.27653,True,21,False,20119.03142,3585.5,6557,Understock,0.14112397155208478,Slow,26.951139387351777,0.5468201921610493,Optimal,0
2022-07-27,South,Electronics,Supplier B,Warehouse 2,Pending,227,4502,12802.99204,True,5,False,4805.386354,4439.5,6317,Overstock,0.05113188422119608,Fast,56.40084599118942,0.7027861326579072,Optimal,0
2022-07-28,North,Clothing,Supplier B,Warehouse 1,Fulfilled,527,4377,3531.342867,True,6,True,57739.97817,4071.5,7970,Overstock,0.12943632567849686,Fast,6.700840354838709,0.5108531994981179,Optimal,1
2022-07-29,North,Electronics,Supplier D,Warehouse 1,Fulfilled,120,3766,5012.323698,True,16,False,22555.73476,2043.0,7443,Overstock,0.05873715124816446,Slow,41.76936415,0.27448609431680776,Under Utilized,0
2022-07-30,West,Electronics,Supplier A,Warehouse 3,Pending,562,320,13834.70617,True,20,False,103420.5746,1433.0,8370,Understock,0.39218422889043963,Slow,24.616914893238434,0.17120669056152926,Under Utilized,0
2022-07-31,West,Clothing,Supplier B,Warehouse 2,Pending,309,2546,14347.83233,True,16,False,17981.47288,1650.0,7630,Overstock,0.18727272727272729,Slow,46.433114336569574,0.2162516382699869,Under Utilized,0
2022-08-01,East,Electronics,Supplier A,Warehouse 3,Fulfilled,779,754,6988.753593,True,25,False,71276.40821,2255.5,7310,Understock,0.34537796497450673,Slow,8.97144235301669,0.3085499316005472,Under Utilized,0
2022-08-02,South,Accessories,Supplier A,Warehouse 3,Fulfilled,551,3757,6978.363309,True,24,False,90463.99756,2312.0,7442,Overstock,0.23832179930795847,Slow,12.66490618693285,0.31066917495296964,Under Utilized,0
2022-08-03,North,Electronics,Supplier D,Warehouse 3,Fulfilled,476,867,11750.1482,True,25,False,60424.32725,2069.5,7959,Understock,0.23000724812756704,Slow,24.685185294117645,0.2600201030280186,Under Utilized,0
2022-08-04,North,Accessories,Supplier D,Warehouse 3,Fulfilled,693,3272,2657.726361,True,25,True,129927.7748,2297.5,9369,Overstock,0.3016322089227421,Slow,3.835102974025974,0.2452236097769239,Under Utilized,1
2022-08-05,North,Furniture,Supplier D,Warehouse 3,Fulfilled,962,1323,646.6592591,True,27,True,63639.19249,2531.0,8544,Understock,0.3800869221651521,Slow,0.6722029720374221,0.2962312734082397,Under Utilized,1
2022-08-06,South,Furniture,Supplier D,Warehouse 2,Fulfilled,565,3739,3042.3465,True,6,False,101900.1533,4002.5,5008,Understock,0.14116177389131793,Fast,5.38468407079646,0.7992212460063898,Optimal,0
2022-08-07,South,Accessories,Supplier A,Warehouse 2,Fulfilled,979,4266,14990.37606,True,29,True,136976.5235,2455.0,8873,Overstock,0.39877800407331976,Slow,15.311926516853934,0.27668206919869265,Under Utilized,1
2022-08-08,East,Furniture,Supplier B,Warehouse 1,Fulfilled,237,644,4389.630204,True,21,False,17808.65958,974.0,8552,Understock,0.2433264887063655,Slow,18.521646430379747,0.11389148737137511,Under Utilized,0
2022-08-09,South,Furniture,Supplier D,Warehouse 3,Canceled,998,1304,10619.03373,False,9,True,24301.96206,2143.5,7348,Understock,0.4655936552367623,Medium,10.640314358717434,0.2917120304844856,Under Utilized,1
2022-08-10,North,Clothing,Supplier C,Warehouse 3,Fulfilled,797,2983,6504.906961,True,11,False,154072.2305,1752.0,8041,Overstock,0.4549086757990868,Medium,8.16174022710163,0.21788334784230817,Under Utilized,0
2022-08-11,South,Accessories,Supplier D,Warehouse 1,Fulfilled,562,521,13088.9446,True,19,True,53458.91562,843.0,8204,Understock,0.6666666666666666,Slow,23.28993701067616,0.10275475377864457,Under Utilized,1
2022-08-12,West,Furniture,Supplier C,Warehouse 1,Fulfilled,722,1165,12466.10567,False,6,True,134443.0715,1951.0,7703,Understock,0.37006663249615585,Fast,17.266074335180058,0.25327794365831496,Under Utilized,1
2022-08-13,North,Electronics,Supplier A,Warehouse 1,Fulfilled,869,2737,12183.57682,True,12,False,68251.09875,1703.0,8088,Overstock,0.5102759835584263,Medium,14.020226490218642,0.21055885262116716,Under Utilized,0
2022-08-14,South,Furniture,Supplier B,Warehouse 3,Fulfilled,791,669,9713.70485,True,17,True,63594.31935,1592.0,7078,Understock,0.49685929648241206,Slow,12.280284260429836,0.22492229443345577,Under Utilized,1
2022-08-15,East,Clothing,Supplier D,Warehouse 1,Fulfilled,355,2515,10244.28655,True,10,False,67731.24908,2001.5,8400,Overstock,0.1773669747689233,Medium,28.857145211267607,0.23827380952380953,Under Utilized,0
2022-08-16,South,Electronics,Supplier C,Warehouse 2,Canceled,430,1488,2025.683551,True,9,False,24902.8953,2126.5,8127,Understock,0.202210204561486,Medium,4.710891979069768,0.2616586686354128,Under Utilized,0
2022-08-17,North,Accessories,Supplier D,Warehouse 3,Pending,545,2765,10139.86087,True,20,False,66209.11267,2366.5,5224,Overstock,0.23029790830340166,Slow,18.605249302752295,0.4530053598774885,Optimal,0
2022-08-18,North,Accessories,Supplier D,Warehouse 1,Pending,440,1968,13554.52747,True,11,False,13291.00839,1472.5,6625,Overstock,0.298811544991511,Medium,30.805744250000004,0.22226415094339622,Under Utilized,0
2022-08-19,West,Furniture,Supplier D,Warehouse 2,Fulfilled,490,977,11555.44557,True,16,False,69788.59874,1803.0,9419,Understock,0.2717692734331669,Slow,23.582541979591838,0.19142159464911349,Under Utilized,0
2022-08-20,South,Accessories,Supplier D,Warehouse 1,Fulfilled,699,2629,6509.293681,True,14,False,37114.93115,1462.5,8696,Overstock,0.47794871794871796,Medium,9.312294250357654,0.16818077276908924,Under Utilized,0
2022-08-21,South,Furniture,Supplier A,Warehouse 3,Pending,379,296,2322.735644,True,21,False,30414.7817,247.0,9044,Overstock,1.534412955465587,Slow,6.128590089709762,0.0273109243697479,Under Utilized,0
2022-08-22,North,Clothing,Supplier D,Warehouse 2,Fulfilled,218,198,1868.763401,True,12,False,5061.35735,1840.5,6231,Understock,0.11844607443629449,Medium,8.572309178899083,0.29537794896485314,Under Utilized,0
2022-08-23,West,Electronics,Supplier D,Warehouse 3,Fulfilled,771,3483,6611.912146,True,2,False,84193.21871,3981.0,9565,Understock,0.19366993217784476,Fast,8.575761538261997,0.41620491374803975,Optimal,0
2022-08-24,East,Furniture,Supplier C,Warehouse 3,Pending,898,4479,4375.250935,True,7,True,121347.712,4172.0,8800,Overstock,0.2152444870565676,Fast,4.8722170768374164,0.4740909090909091,Optimal,1
2022-08-25,South,Clothing,Supplier A,Warehouse 3,Fulfilled,327,3865,6102.337988,True,8,False,41484.45327,3384.0,6673,Overstock,0.09663120567375887,Medium,18.66158406116208,0.5071182376742095,Optimal,0
2022-08-26,East,Furniture,Supplier B,Warehouse 1,Fulfilled,568,2903,14694.33356,True,12,False,68930.75897,3000.0,5348,Understock,0.18933333333333333,Medium,25.87030556338028,0.5609573672400897,Optimal,0
2022-08-27,East,Clothing,Supplier B,Warehouse 3,Pending,539,3097,3943.547614,True,6,True,57531.35571,3552.5,6004,Understock,0.15172413793103448,Fast,7.316414868274583,0.591688874083944,Optimal,1
2022-08-28,North,Furniture,Supplier B,Warehouse 3,Fulfilled,266,4008,13136.58386,True,15,False,47350.6042,3339.5,8300,Overstock,0.07965264261116933,Slow,49.38565360902256,0.4023493975903614,Optimal,0
2022-08-29,East,Furniture,Supplier D,Warehouse 3,Fulfilled,136,2671,10397.68956,True,16,False,8226.777074,2263.0,8323,Overstock,0.06009721608484313,Slow,76.45359970588235,0.27189715246906165,Under Utilized,0
2022-08-30,East,Accessories,Supplier C,Warehouse 2,Fulfilled,369,1855,5073.537673,True,1,False,28702.24978,1481.0,6226,Overstock,0.24915597569209993,Fast,13.74942458807588,0.2378734339865082,Under Utilized,0
2022-08-31,North,Clothing,Supplier A,Warehouse 2,Fulfilled,471,1107,10195.72783,True,21,False,23073.4981,731.0,9347,Overstock,0.6443228454172366,Slow,21.646980530785562,0.07820691130844121,Under Utilized,0
2022-09-01,South,Furniture,Supplier C,Warehouse 2,Fulfilled,555,355,6913.864142,True,26,True,58768.28864,2453.5,5247,Understock,0.22620745873242307,Slow,12.457412868468468,0.4676005336382695,Optimal,1
2022-09-02,East,Clothing,Supplier C,Warehouse 2,Fulfilled,293,4552,6681.316902,False,23,False,41610.79081,4681.5,8191,Understock,0.06258677774217665,Slow,22.803129358361772,0.5715419362715175,Optimal,0
2022-09-03,South,Electronics,Supplier A,Warehouse 1,Fulfilled,295,4811,1612.489292,False,16,False,6423.604675,4537.0,7795,Overstock,0.06502093894644038,Slow,5.466065396610169,0.5820397690827454,Optimal,0
2022-09-04,East,Furniture,Supplier A,Warehouse 1,Fulfilled,625,4263,5719.890072,True,27,False,113118.0961,2308.5,8947,Overstock,0.2707385748321421,Slow,9.1518241152,0.2580194478596177,Under Utilized,0
2022-09-05,South,Furniture,Supplier A,Warehouse 3,Fulfilled,230,354,10762.42151,True,13,False,20284.28504,2369.0,5388,Understock,0.0970873786407767,Medium,46.793137,0.4396807720861173,Optimal,0
2022-09-06,South,Clothing,Supplier D,Warehouse 1,Fulfilled,608,4384,10432.58826,True,12,True,32267.22957,2736.5,9684,Overstock,0.2221816188562032,Medium,17.158862269736844,0.28257951259809994,Under Utilized,1
2022-09-07,North,Accessories,Supplier B,Warehouse 3,Canceled,556,1089,1723.377998,True,16,True,39856.15427,1935.5,6885,Understock,0.2872642727977267,Slow,3.099600715827338,0.28111837327523603,Under Utilized,1
2022-09-08,North,Accessories,Supplier D,Warehouse 2,Fulfilled,667,2782,5061.180188,True,11,False,116128.9068,3820.0,7433,Understock,0.17460732984293192,Medium,7.587976293853074,0.5139243912283062,Optimal,0
2022-09-09,East,Furniture,Supplier B,Warehouse 3,Fulfilled,407,4858,8648.247595,True,26,False,55965.10725,3733.0,7987,Overstock,0.10902759174926333,Slow,21.24876558968059,0.4673844998121948,Optimal,0
2022-09-10,North,Electronics,Supplier D,Warehouse 2,Fulfilled,996,2608,3319.721028,True,25,False,100463.3134,2333.5,5582,Overstock,0.4268266552389115,Slow,3.333053240963855,0.4180401289860265,Optimal,0
2022-09-11,West,Furniture,Supplier D,Warehouse 1,Fulfilled,266,2059,5461.702884,True,21,False,18321.56352,1834.5,7335,Overstock,0.1449986372308531,Slow,20.53271760902256,0.25010224948875254,Under Utilized,0
2022-09-12,East,Electronics,Supplier B,Warehouse 2,Fulfilled,671,1610,5088.59136,True,18,False,40580.41359,3012.0,9664,Understock,0.22277556440903054,Slow,7.583593681073026,0.3116721854304636,Under Utilized,0
2022-09-13,North,Furniture,Supplier C,Warehouse 1,Fulfilled,128,4414,11062.12607,False,17,True,6983.494533,2761.0,5147,Overstock,0.04636001448750453,Slow,86.422859921875,0.5364289877598601,Optimal,1
2022-09-14,West,Clothing,Supplier B,Warehouse 3,Pending,734,1108,7515.824565,True,11,False,75435.52481,1226.0,7668,Understock,0.598694942903752,Medium,10.239543004087194,0.15988523735002608,Under Utilized,0
2022-09-15,North,Furniture,Supplier C,Warehouse 1,Pending,142,1344,13385.31065,True,24,False,11617.83095,2589.0,8821,Understock,0.0548474314407107,Slow,94.26275105633802,0.2935041378528512,Under Utilized,0
2022-09-16,East,Clothing,Supplier A,Warehouse 3,Fulfilled,549,3834,12804.795,True,8,False,35837.73156,4225.0,7956,Understock,0.12994082840236687,Medium,23.323852459016393,0.5310457516339869,Optimal,0
2022-09-17,West,Clothing,Supplier B,Warehouse 3,Canceled,463,4616,9215.821927,True,4,False,35098.7685,3860.0,6700,Overstock,0.11994818652849741,Fast,19.904582995680347,0.5761194029850746,Optimal,0
2022-09-18,North,Electronics,Supplier B,Warehouse 1,Canceled,799,3104,5761.554346,True,29,False,72334.86212,3662.5,7243,Understock,0.21815699658703072,Slow,7.2109566282853566,0.5056606378572415,Optimal,0
2022-09-19,West,Clothing,Supplier D,Warehouse 2,Fulfilled,769,4221,695.9478134,True,18,False,90671.67819,3472.5,8485,Overstock,0.2214542836573074,Slow,0.9050036585175553,0.40925162050677666,Optimal,0
2022-09-20,East,Furniture,Supplier C,Warehouse 1,Fulfilled,322,2724,7806.738868,True,10,False,36858.37885,2790.5,9807,Understock,0.1153915068984053,Medium,24.244530645962733,0.28454165392066894,Under Utilized,0
2022-09-21,North,Electronics,Supplier B,Warehouse 1,Fulfilled,397,2857,8701.251152,True,13,True,79201.85604,2416.5,5387,Overstock,0.16428719222015312,Medium,21.917509198992445,0.44857991460924446,Optimal,1
2022-09-22,North,Furniture,Supplier B,Warehouse 2,Canceled,847,1976,2872.439087,True,21,True,96394.36213,2949.5,7339,Understock,0.2871673164943211,Slow,3.3913094297520665,0.40189399100694917,Optimal,1
2022-09-23,West,Accessories,Supplier B,Warehouse 3,Canceled,596,3923,9652.227132,True,14,False,112864.7076,2138.5,6946,Overstock,0.27870002338087446,Medium,16.19501196644295,0.30787503599193783,Under Utilized,0
2022-09-24,East,Clothing,Supplier C,Warehouse 1,Fulfilled,383,354,814.6513815,False,5,False,20785.02271,1940.0,8598,Understock,0.19742268041237113,Fast,2.127027105744125,0.22563386834147475,Under Utilized,0
2022-09-25,South,Accessories,Supplier B,Warehouse 3,Fulfilled,831,3526,10696.39688,True,6,False,17941.06714,4068.5,9675,Understock,0.20425218139363402,Fast,12.871717063778581,0.42051679586563306,Optimal,0
2022-09-26,East,Furniture,Supplier A,Warehouse 1,Fulfilled,213,4611,756.8508338,True,15,False,17085.53415,3841.0,6290,Overstock,0.05545430877375684,Slow,3.5532902995305164,0.6106518282988871,Optimal,0
2022-09-27,West,Clothing,Supplier D,Warehouse 3,Pending,914,3071,5890.041277,False,7,False,112053.5734,2484.5,6977,Overstock,0.3678808613403099,Fast,6.444246473741795,0.3560986097176437,Under Utilized,0
2022-09-28,West,Electronics,Supplier B,Warehouse 3,Fulfilled,516,1898,10681.2731,True,8,False,12179.78589,1378.5,8302,Overstock,0.37431991294885747,Medium,20.700141666666667,0.1660443266682727,Under Utilized,0
